Class,TimeAcc1-max(x),TimeAcc1-min(x),TimeAcc1-Peak2Peak(x),TimeAcc1-median(x),TimeAcc1-MaxAbs(x),TimeAcc1-mean(x),TimeAcc1-MeanAbs(x),TimeAcc1-var(x),TimeAcc1-rms(x),TimeAcc1-std(x),TimeAcc1-Energy(x),TimeAcc1-EnergyCent(x),TimeAcc1-kurtosis(x),TimeAcc1-skewness(x),TimeAcc1-moment(x-5),TimeAcc1-moment(x-6),TimeAcc1-moment(x-7),TimeAcc1-moment(x-8),TimeAcc1-moment(x-9),TimeAcc1-moment(x-10),TimeAcc1-ShannonEntropy(x),TimeAcc1-SignalRate(x),TimeMic-max(x),TimeMic-min(x),TimeMic-Peak2Peak(x),TimeMic-median(x),TimeMic-MaxAbs(x),TimeMic-mean(x),TimeMic-MeanAbs(x),TimeMic-var(x),TimeMic-rms(x),TimeMic-std(x),TimeMic-Energy(x),TimeMic-EnergyCent(x),TimeMic-kurtosis(x),TimeMic-skewness(x),TimeMic-moment(x-5),TimeMic-moment(x-6),TimeMic-moment(x-7),TimeMic-moment(x-8),TimeMic-moment(x-9),TimeMic-moment(x-10),TimeMic-ShannonEntropy(x),TimeMic-SignalRate(x)
0,1.63791872906238,-0.955405776126621,1.51259233794099,0.0289949587075875,1.41641347880189,0.545742025371342,-0.208499550058709,-0.104172963737849,-0.0906223554546038,-0.0906243422056935,-0.104171019498555,-0.104172963737842,0.365795420139411,1.24112983486819,1.04171901488867,0.0300344995102866,0.795179958063111,-0.0143467487033836,0.531322574623789,-0.0489667392584895,0.0496731844545522,-0.00779482838266789,-0.352078833063586,0.560967709861816,-0.463470482281562,-0.329744363821753,-0.460186144277457,-0.76030681026328,-0.471362605956456,-0.152795208312713,-0.2927915827513,-0.292314934388869,-0.153152435523814,-0.152795208312713,0.48124877656332,0.367831956044926,-0.0284155567022038,-0.0380134428015171,-0.0339748863439497,-0.0317472369142911,-0.0324764661484255,-0.0267478646138837,0.057237453821594,-0.0303145221087298
0,-0.552271653239265,0.854179141750354,-0.80025896025894,-1.59567338330117,-0.940134049762674,-2.94756493279365,-0.778064004915789,-1.05721866079198,-1.06502237682108,-1.06507176793177,-1.05717100383691,-1.05721866079197,-0.229613732093612,1.55188992462716,1.0166393577257,-1.06360820144525,0.692952574133592,-1.0292947899104,0.382161899235017,-1.02007404133777,1.12431697783767,-0.0348205645032482,-0.418173600217194,0.515503973144699,-0.480942997617594,0.977043659928539,-0.526807421452377,1.01545339809454,-0.603383412737606,-0.26046379752812,-0.537798114862488,-0.542914613212202,-0.258433132108363,-0.26046379752812,0.165978034289638,-0.415762496375491,-0.0310858486501283,-0.0394855166472255,-0.0342528980040394,-0.031810022908639,-0.0324903276579008,-0.0267496382827489,0.12204818417538,-0.00476210653667297
0,0.962221696224639,-2.53232977599084,1.96388039612634,-1.59567338330117,1.99301553366343,-0.822172069432489,0.943539580513466,2.24551970218574,2.20312721605058,2.20315426619947,2.24549116476271,2.24551970218575,2.20055014869582,1.6807068955577,2.57796782034084,4.16017352477904,3.00509934644701,4.44178104146452,3.22988982891949,4.62398440629253,-2.69134740206675,-0.349886061697441,0.00843807868336799,-0.0679473147249762,0.0362434563289742,0.362084589928402,-0.0967973596869854,0.486393654701869,-0.219915534574844,0.106575448242849,0.278643012882906,0.285223796469972,0.103421145000652,0.106575448242849,1.73393915866712,0.152881703691026,-0.028330747703986,-0.0318210104021534,-0.0339222747247284,-0.031402880002707,-0.0324707527147847,-0.0267356377742553,-0.122505052183952,0.00821783533789234
0,0.985521593908699,-1.03295941546421,1.16002354248368,0.0289949587075875,0.714463151144361,0.0252316728089422,0.789187869587323,1.01466034182985,1.01975671300882,1.01977268401594,1.01464397137583,1.01466034182986,-0.113187434051024,1.08377848307844,1.07865884147091,0.917057054490406,1.18355352376089,0.923981305357653,1.38832253600686,0.970361435345278,-1.03698193812314,0.00359219161033035,-0.111734225232283,-0.613512155330386,0.217957615823715,-0.560354015071804,0.199970147728566,-0.767341194535121,-0.134024135298433,-0.00176505796142843,0.0454441487292299,0.0482042725805808,-0.00314884642358066,-0.00176505796142856,0.174156602876143,0.370324706676572,-0.028661804644978,-0.036252260893122,-0.0340315625017839,-0.0316482070999457,-0.032479699473084,-0.0267441030041542,-0.00162789036227754,-0.0316617857269618
0,0.962221696224639,-1.08466184168926,1.17412629430197,0.0289949587075875,0.689393496585163,1.01352763766293,2.03036345283444,2.72070338116567,2.65008743746024,2.65007634240984,2.72071535080949,2.72070338116567,0.0194935165859592,0.957551913895124,1.12357189913081,2.85268060262561,1.08473088788091,2.80391868532454,1.09684933339549,2.78866389366207,-2.86374081447051,-0.0125987211523806,-0.177828992385892,-0.310420577216269,0.0397379593961804,0.977043659928539,-0.0422890419984146,1.0790723937265,0.151384395357098,0.1806784343389,0.442939454248096,0.444108407761464,0.180046561915284,0.1806784343389,0.195133740079423,-0.146493762072495,-0.0292695643352262,-0.0335884272406586,-0.0340615230687799,-0.0315172325944839,-0.0324810372080634,-0.0267398781699426,-0.101642757257183,-0.00460401457964365
0,-2.06676500270317,1.52631068267609,-2.08360937572353,0.0289949587075875,-1.94292023213057,-0.93494443056728,-1.92016412971911,-2.3139154944333,-2.39439981434038,-2.39438552201642,-2.3139285337095,-2.31391549443329,-0.640271423695108,1.47633202644786,0.610499984958861,-2.17993809704218,0.262552155464298,-1.95661039781658,-0.0013646362401898,-1.77791586859508,2.38997944080813,-0.133016443621167,-0.628475132069583,0.401844631351905,-0.550833058961725,-1.32905285257198,-0.61159813785682,-1.83110518293636,-0.835350314763321,-0.393087707460918,-0.836470490472259,-0.861512679753607,-0.382937092126733,-0.393087707460918,-0.0988699282168207,0.100944595010613,-0.030260552008194,-0.041121752549817,-0.034188104029469,-0.0318805073925932,-0.0324881158596698,-0.0267515761841475,0.183714197484313,-0.0214797916787888
0,0.496223742543438,-0.179869382750775,0.398474944295901,0.0289949587075875,0.188000405401213,-0.845898202554354,0.0703868544870153,0.128361259542407,0.143017812132126,0.14303928085891,0.128339791113611,0.128361259542413,0.405601626711555,0.813001154636784,0.474879424401177,0.375885017968116,0.339731550429994,0.401000148378281,0.277208874388162,0.40503349712123,-0.164167532039069,-0.255330424761714,0.326894684059844,0.659472472748905,-0.114020175560907,1.89948226492875,0.224196066701264,2.14746123183883,-0.303553716143539,-0.120333446008998,-0.18891191627016,-0.21807828897156,-0.107658312834457,-0.120333446008998,0.493209881108997,0.0473410534912513,-0.029064096624635,-0.0373505155570745,-0.0339942783052001,-0.0317023763286855,-0.0324740138425528,-0.0267459987491404,0.0453418314836033,-0.0100867504524593
0,1.26512036611742,-1.29147154658949,1.47028408248611,0.0289949587075875,1.01529900585473,2.87969052802593,2.12300710449699,3.16694434887206,3.06514377928657,3.06500817615406,3.16709114240171,3.16694434887206,0.506955998651768,0.402206602694894,0.632063255617803,3.72876320051056,0.663764520084202,3.63926300036913,0.729415002670715,3.5768817394334,-3.44174150530426,-0.0190746594404806,0.182687919361062,-0.249802261593446,0.221452118890922,-0.867833550071873,0.0788405528650757,-1.34746243480355,0.159123210431919,0.221995513447463,0.533714751880576,0.531610747584349,0.222929969103157,0.221995513447463,0.568258560999135,-0.126137901538027,-0.0277339343059779,-0.0322297841384525,-0.0337479203687883,-0.031442011481101,-0.0324567305187186,-0.0267370983279608,-0.140460656097763,-0.0246136699654559
0,-0.598871448607385,-0.696893645001339,0.0177006452020103,0.0289949587075875,0.213070059960411,-0.0881265187733025,-0.496439421758479,-0.569371437214812,-0.562844833836138,-0.562831215109133,-0.569384767100451,-0.569371437214804,0.272468955503103,1.19365174774131,0.831628067856145,-0.252349654839462,0.52050685583888,-0.0592029732203375,0.133902479048082,0.0951110185035417,0.572719930641484,0.00713605682327291,-0.340061602672021,0.0305574481621122,-0.211866261442691,-0.329744363821753,-0.314830630441268,-0.517817806973491,-0.551691105606383,-0.195668852434686,-0.393331328560417,-0.391283297122347,-0.196698167391212,-0.195668852434686,0.440750056100812,0.820706271948411,-0.0281352303466839,-0.0383030436393064,-0.0339865662978452,-0.0317424029665517,-0.0324783629300082,-0.0267471251251515,0.0823943023797413,-0.0383001644961441
0,1.6845185244305,-0.205720595863303,1.1318180388471,0.0289949587075875,1.46655278792029,-0.560012944197065,3.70027954753611,4.35359328108564,4.14701263486049,4.14704451841628,4.35355818330224,4.35359328108564,-0.959175446158813,0.786203057284111,1.3818646262985,3.81094644288472,1.47867387730557,3.49704338433183,1.53124965732797,3.29565462474797,-4.42617695367581,0.0920924151441803,-0.165811761994326,-0.242224972140593,0.0152764379257349,0.362084589928402,-0.0967973596869854,0.268521961685232,0.543261041508982,0.363570983081694,0.814540701190161,0.825854862891688,0.358061750168492,0.363570983081694,-0.446145252502711,-0.341992818521185,-0.0293637638667565,-0.0322696043077952,-0.0340632583906725,-0.0314762640726919,-0.0324810482672508,-0.0267392347744082,-0.17196517686446,0.0262792948086459
